python,javascript,html_css,sql,problem_solving,ml_ai,design,networking,devops,communication,role
0.774,0.249,0.066,0.495,0.62,0.072,0.047,0.763,0.867,0.67,DevOps Engineer
0.933,0.586,0.297,0.758,0.967,0.301,0.097,0.187,0.544,0.341,Backend Developer
0.537,0.058,0.022,0.972,0.76,0.104,0.012,0.421,0.267,0.196,Database Administrator
0.654,0.0,0.057,0.457,0.87,0.034,0.0,0.855,0.865,0.475,Cloud Engineer
0.928,0.163,0.008,0.467,0.884,0.923,0.012,0.154,0.261,0.405,ML Engineer
0.254,1.0,0.555,0.344,0.617,0.0,0.439,0.029,0.156,0.511,Mobile App Developer
0.109,0.213,0.984,0.204,0.511,0.023,0.898,0.066,0.058,0.842,UI/UX Designer
0.947,0.355,0.123,0.563,0.959,0.797,0.196,0.0,0.233,0.706,Data Scientist
0.537,0.266,0.072,0.224,0.818,0.191,0.072,0.83,0.591,0.311,Cybersecurity Analyst
0.643,0.337,0.0,0.07,0.403,0.0,0.0,0.029,0.223,0.223,QA / Test Engineer
0.958,0.521,0.178,0.913,0.878,0.0,0.0,0.559,0.201,0.442,Backend Developer
0.704,0.929,0.865,0.766,0.834,0.123,0.4,0.027,0.408,0.241,Full Stack Developer
0.285,0.0,0.007,0.629,0.637,0.0,0.077,0.044,0.243,0.6,QA / Test Engineer
0.458,0.327,0.207,0.888,0.519,0.386,0.403,0.12,0.197,0.576,Data Analyst
0.965,0.269,0.283,0.736,0.874,0.872,0.063,0.181,0.652,0.59,ML Engineer
0.118,0.152,0.891,0.074,0.449,0.04,0.975,0.0,0.0,1.0,UI/UX Designer
0.657,0.0,0.032,0.406,0.841,0.042,0.038,0.555,0.939,0.844,DevOps Engineer
0.548,0.121,0.0,0.284,0.793,0.0,0.037,0.927,0.933,0.391,System Administrator
0.954,0.251,0.072,0.862,0.829,0.303,0.076,0.31,0.133,0.681,Backend Developer
0.462,0.709,0.834,0.677,0.58,0.179,0.469,0.0,0.339,0.333,Full Stack Developer
0.719,0.707,0.979,0.67,0.864,0.089,0.737,0.471,0.487,0.587,Full Stack Developer
0.59,0.23,0.144,0.563,0.904,0.036,0.0,0.586,0.962,0.533,DevOps Engineer
0.928,0.014,0.128,0.536,0.942,0.93,0.016,0.04,0.499,0.342,ML Engineer
0.186,0.963,0.138,0.079,0.497,0.041,0.377,0.028,0.221,0.322,Mobile App Developer
0.066,0.041,0.047,0.34,0.458,0.028,0.027,0.934,0.36,0.216,System Administrator
0.464,0.04,0.0,0.0,0.953,0.146,0.0,0.937,0.46,0.345,Cybersecurity Analyst
0.348,0.101,0.201,0.389,0.565,0.162,0.19,0.89,0.836,0.648,System Administrator
0.728,0.807,0.804,0.316,0.858,0.102,0.369,0.12,0.07,0.306,Full Stack Developer
0.279,0.771,0.055,0.633,0.712,0.074,0.0,0.115,0.002,0.59,QA / Test Engineer
0.859,0.734,0.894,0.926,0.839,0.229,0.324,0.17,0.284,0.627,Full Stack Developer
0.575,0.04,0.066,0.242,0.684,0.011,0.084,0.75,0.786,0.0,Cloud Engineer
0.522,0.226,0.104,0.469,0.809,0.0,0.081,0.937,0.296,0.652,Cybersecurity Analyst
0.875,0.29,0.116,1.0,0.75,0.299,0.08,0.322,0.266,0.576,Backend Developer
0.234,0.063,0.056,0.0,0.698,0.001,0.0,0.179,0.0,0.576,QA / Test Engineer
0.867,0.108,0.049,0.727,0.96,0.906,0.073,0.131,0.264,0.768,Data Scientist
0.295,0.618,0.516,0.038,0.699,0.11,0.154,0.125,0.0,0.328,Frontend Developer
0.769,0.126,0.074,0.456,0.833,0.019,0.093,0.861,0.973,0.635,Cloud Engineer
0.539,0.656,0.505,0.336,0.705,0.034,0.0,0.0,0.241,0.435,QA / Test Engineer
0.177,0.096,0.245,0.547,0.504,0.207,0.299,0.935,0.563,0.195,Network Engineer
0.945,0.284,0.0,0.608,0.988,0.922,0.006,0.159,0.299,0.213,ML Engineer
0.567,0.762,0.638,1.0,0.742,0.0,0.645,0.456,0.543,0.34,Full Stack Developer
0.783,0.745,0.082,0.466,0.604,0.053,0.222,0.197,0.287,0.647,QA / Test Engineer
0.383,0.0,0.013,0.455,0.737,0.051,0.033,0.809,0.623,0.598,Cybersecurity Analyst
0.547,0.015,0.061,0.943,0.867,0.447,0.472,0.112,0.085,0.614,Data Analyst
0.039,0.917,1.0,0.203,0.335,0.109,0.929,0.004,0.218,0.734,Frontend Developer
0.379,0.075,0.162,0.634,0.706,0.254,0.003,0.919,0.889,0.373,Cloud Engineer
0.995,0.316,0.113,0.919,0.967,0.214,0.194,0.445,0.289,0.477,Backend Developer
0.456,0.219,0.068,0.482,0.63,0.097,0.038,0.692,0.86,0.643,Cloud Engineer
0.974,0.078,0.0,0.272,0.917,1.0,0.0,0.082,0.3,0.393,ML Engineer
0.674,0.233,0.132,0.861,0.627,0.543,0.425,0.191,0.0,0.546,Data Analyst
0.01,0.0,0.063,0.23,0.447,0.041,0.0,0.9,0.199,0.272,System Administrator
0.744,0.811,0.811,0.667,0.543,0.052,0.536,0.271,0.311,0.733,Full Stack Developer
0.596,0.206,0.058,0.227,0.727,0.045,0.069,0.645,0.791,0.387,System Administrator
0.61,0.135,0.145,0.507,0.536,0.014,0.057,0.616,1.0,0.449,Cloud Engineer
0.965,0.101,0.04,0.665,0.947,0.981,0.0,0.022,0.536,0.614,ML Engineer
0.251,0.13,0.069,0.436,0.671,0.032,0.058,0.787,0.584,0.648,System Administrator
1.0,0.192,0.045,0.442,1.0,0.072,0.085,0.88,0.957,0.252,DevOps Engineer
0.299,0.175,0.051,0.301,0.783,0.0,0.0,0.679,0.516,0.369,System Administrator
0.217,0.718,0.189,0.0,0.313,0.0,0.446,0.256,0.155,0.512,Mobile App Developer
0.95,0.159,0.02,0.706,0.958,1.0,0.152,0.0,0.105,0.34,Data Scientist
0.055,0.001,0.708,0.056,0.442,0.079,0.929,0.126,0.02,0.882,UI/UX Designer
0.197,0.121,0.127,0.205,0.785,0.026,0.0,0.854,0.967,0.302,DevOps Engineer
0.126,0.436,0.646,0.016,0.832,0.029,0.837,0.127,0.132,0.84,UI/UX Designer
0.969,1.0,0.846,0.78,0.852,0.207,0.525,0.339,0.398,0.865,Full Stack Developer
0.942,0.125,0.089,0.753,0.915,0.881,0.068,0.003,0.116,0.92,Data Scientist
0.861,0.0,0.074,0.709,0.948,0.944,0.004,0.15,0.821,0.716,ML Engineer
0.78,0.322,0.285,0.201,0.898,0.01,0.103,0.171,0.36,0.617,QA / Test Engineer
0.921,0.03,0.0,0.718,0.873,0.911,0.032,0.115,0.236,0.418,ML Engineer
0.604,0.238,0.141,0.933,0.673,0.125,0.503,0.0,0.155,0.829,Data Analyst
1.0,0.246,0.028,0.965,0.962,0.857,0.269,0.094,0.127,0.707,Data Scientist
0.74,0.181,0.0,0.754,0.751,0.09,0.0,0.775,0.845,0.372,DevOps Engineer
0.673,0.307,0.32,0.698,0.691,0.061,0.146,0.947,0.425,0.81,Cybersecurity Analyst
0.169,0.322,0.144,0.058,0.631,0.023,0.253,0.0,0.361,0.308,QA / Test Engineer
0.473,0.135,0.0,0.222,0.401,0.0,0.078,0.555,0.319,0.102,Network Engineer
0.921,0.032,0.131,0.916,0.878,0.133,0.114,0.216,0.275,0.104,Backend Developer
0.327,0.156,0.0,0.61,0.93,0.125,0.068,0.881,0.506,0.511,Cybersecurity Analyst
1.0,0.562,0.0,1.0,0.893,0.213,0.098,0.405,0.516,0.432,Backend Developer
0.0,0.848,0.645,0.0,0.371,0.12,0.337,0.094,0.103,0.398,Frontend Developer
0.385,0.0,0.0,0.508,0.561,0.212,0.018,0.469,0.221,0.149,Cybersecurity Analyst
0.399,0.629,0.205,0.532,0.563,0.006,0.142,0.215,0.278,0.659,QA / Test Engineer
0.334,0.088,0.019,0.316,0.392,0.0,0.004,0.882,0.434,0.559,System Administrator
0.976,0.143,0.044,0.771,1.0,0.999,0.031,0.15,0.36,0.426,Data Scientist
1.0,0.227,0.104,0.804,0.96,0.928,0.239,0.348,0.434,0.285,ML Engineer
0.215,0.006,0.07,0.607,0.381,0.0,0.026,0.547,0.283,0.098,System Administrator
0.232,0.156,0.733,0.068,0.574,0.0,0.912,0.064,0.035,0.912,UI/UX Designer
0.532,0.182,0.052,0.521,0.742,0.017,0.132,0.877,1.0,0.21,Cloud Engineer
0.164,0.828,0.243,0.048,0.294,0.091,0.334,0.124,0.178,0.161,Mobile App Developer
0.407,0.046,0.0,0.945,0.574,0.023,0.0,0.576,0.207,0.819,Database Administrator
0.991,0.428,0.197,0.84,0.954,0.347,0.237,0.494,0.369,0.404,Backend Developer
0.301,0.06,0.022,0.245,0.897,0.025,0.017,1.0,0.313,0.457,Cybersecurity Analyst
0.987,0.142,0.064,0.941,1.0,1.0,0.227,0.126,0.159,0.579,Data Scientist
0.425,0.094,0.084,0.945,0.79,0.075,0.074,0.187,0.0,0.424,Database Administrator
0.977,0.072,0.0,0.919,0.838,0.242,0.095,0.193,0.329,0.401,Backend Developer
0.904,0.0,0.0,0.657,0.902,0.894,0.0,0.121,0.46,0.527,ML Engineer
0.594,0.637,0.502,0.579,0.441,0.127,0.24,0.392,0.451,0.294,Full Stack Developer
0.977,0.02,0.0,0.685,0.973,1.0,0.038,0.19,0.559,0.19,ML Engineer
0.894,0.039,0.068,0.398,0.82,0.922,0.0,0.065,0.309,0.505,ML Engineer
0.8,0.0,0.081,0.495,0.725,0.191,0.0,0.758,0.832,0.626,Cloud Engineer
0.686,0.011,0.079,0.406,0.842,0.091,0.04,0.749,1.0,0.441,DevOps Engineer
0.424,0.173,0.168,0.833,0.698,0.277,0.102,0.076,0.017,0.828,Data Analyst
0.527,0.074,0.076,0.0,0.553,0.0,0.043,0.611,0.707,0.186,System Administrator
0.381,0.416,0.173,0.26,0.613,0.237,0.08,0.754,0.638,0.484,System Administrator
0.315,0.214,0.047,0.98,0.781,0.094,0.0,0.351,0.142,0.598,Database Administrator
0.974,0.158,0.028,0.287,0.989,0.147,0.015,0.972,0.962,0.351,Cloud Engineer
0.031,0.305,0.83,0.058,0.558,0.0,1.0,0.076,0.0,0.839,UI/UX Designer
0.484,0.217,0.0,0.762,0.441,0.126,0.044,0.548,0.52,0.116,Cloud Engineer
0.186,0.92,0.802,0.551,0.807,0.078,0.903,0.163,0.392,0.595,Mobile App Developer
0.498,0.023,0.24,0.354,0.61,0.058,0.005,0.088,0.333,0.754,QA / Test Engineer
0.506,0.003,0.013,0.394,0.89,0.0,0.05,0.908,0.605,0.694,Cybersecurity Analyst
0.052,0.704,0.661,0.036,0.149,0.074,0.554,0.03,0.122,0.754,UI/UX Designer
0.66,0.0,0.2,1.0,0.718,0.232,0.202,0.146,0.037,0.777,Data Analyst
0.029,0.004,0.0,0.146,0.421,0.028,0.042,0.55,0.411,0.172,Network Engineer
0.695,0.323,0.071,0.318,0.628,0.085,0.0,0.752,0.923,0.536,Cloud Engineer
0.614,0.766,1.0,0.515,0.598,0.158,0.174,0.045,0.098,0.56,Full Stack Developer
0.818,0.217,0.06,0.564,1.0,0.241,0.078,0.787,0.974,0.495,DevOps Engineer
0.916,0.014,0.06,0.337,0.873,0.894,0.087,0.0,0.422,0.542,ML Engineer
1.0,0.433,0.0,0.874,0.926,0.155,0.111,0.357,0.49,0.434,Backend Developer
0.519,0.542,0.322,0.51,0.619,0.0,0.264,0.204,0.561,0.804,QA / Test Engineer
0.171,0.44,0.957,0.25,0.704,0.158,0.953,0.042,0.048,1.0,UI/UX Designer
0.524,0.214,0.041,0.513,0.842,0.0,0.027,1.0,0.551,0.523,Cybersecurity Analyst
0.76,0.236,0.099,0.385,0.775,0.154,0.068,0.709,0.885,0.893,DevOps Engineer
0.238,0.036,0.002,0.963,0.803,0.016,0.015,0.119,0.088,0.0,Database Administrator
0.52,0.586,0.131,0.387,0.829,0.076,0.169,0.225,0.287,0.417,QA / Test Engineer
0.593,0.242,0.081,0.604,0.814,0.662,0.096,0.126,0.028,0.256,Data Scientist
0.527,0.023,0.219,0.536,0.534,0.249,0.072,0.337,0.082,0.458,Backend Developer
0.458,0.0,0.086,0.832,0.871,0.262,0.321,0.052,0.002,0.447,Data Analyst
0.836,0.162,0.141,0.475,0.839,0.327,0.09,0.593,0.984,0.375,Cloud Engineer
0.907,0.413,0.289,0.936,0.873,0.276,0.069,0.485,0.65,0.532,Backend Developer
0.529,0.065,0.01,0.959,0.754,0.001,0.09,0.617,0.403,0.237,Database Administrator
0.336,0.0,0.0,0.835,0.832,0.135,0.545,0.056,0.0,0.714,Data Analyst
0.068,0.824,0.968,0.141,0.641,0.017,0.806,0.105,0.227,0.605,Frontend Developer
0.869,0.342,0.092,0.863,0.829,0.236,0.221,0.313,0.305,0.544,Backend Developer
0.653,0.19,0.0,0.601,0.796,0.154,0.055,0.679,0.953,0.58,Cloud Engineer
0.991,0.487,0.135,0.73,0.886,0.24,0.245,0.697,0.215,0.626,Backend Developer
0.926,0.137,0.127,0.57,0.86,1.0,0.0,0.0,0.153,0.527,Data Scientist
0.029,0.386,0.762,0.023,0.729,0.021,0.936,0.015,0.081,0.945,UI/UX Designer
0.358,0.041,0.006,0.285,0.439,0.146,0.009,0.839,0.615,0.225,Cloud Engineer
0.679,0.214,0.013,1.0,0.836,0.351,0.316,0.071,0.0,0.888,Data Analyst
0.77,0.763,0.508,0.968,0.787,0.244,0.335,0.287,0.366,0.381,Full Stack Developer
0.0,0.915,0.876,0.076,0.458,0.078,0.891,0.079,0.005,0.611,Frontend Developer
0.839,0.099,0.15,0.639,0.847,0.8,0.156,0.125,0.393,0.542,Data Scientist
0.511,0.17,0.0,0.729,0.496,0.107,0.111,0.0,0.0,0.535,Data Analyst
0.113,1.0,0.832,0.334,0.442,0.131,0.745,0.085,0.322,0.527,Frontend Developer
0.033,0.988,1.0,0.072,0.215,0.021,0.812,0.17,0.042,0.531,Frontend Developer
0.946,0.071,0.227,0.591,0.931,0.803,0.071,0.053,0.169,0.843,Data Scientist
0.067,0.945,0.988,0.205,0.483,0.046,0.662,0.193,0.283,0.817,Frontend Developer
0.764,0.273,0.097,0.687,0.725,0.08,0.028,0.54,0.946,0.405,Cloud Engineer
0.925,0.367,0.008,0.588,0.77,0.115,0.043,0.937,1.0,0.414,DevOps Engineer
0.756,0.251,0.238,0.141,0.762,0.374,0.302,0.563,0.697,0.422,System Administrator
0.944,0.858,0.81,0.528,0.735,0.078,0.231,0.231,0.335,0.208,Full Stack Developer
0.618,0.0,0.077,0.169,0.563,0.092,0.024,0.601,0.642,0.393,System Administrator
0.066,0.258,0.632,0.197,0.602,0.028,0.872,0.0,0.028,0.946,UI/UX Designer
0.254,0.841,0.915,0.104,0.688,0.112,0.696,0.085,0.316,0.825,Frontend Developer
0.104,0.44,0.076,0.282,0.818,0.086,0.258,0.197,0.6,0.669,QA / Test Engineer
0.352,0.181,0.174,0.15,0.477,0.207,0.0,0.79,0.553,0.276,DevOps Engineer
0.668,1.0,0.135,0.678,0.538,0.0,0.191,0.0,0.489,0.671,QA / Test Engineer
0.663,0.146,0.176,1.0,0.805,0.0,0.5,0.009,0.046,0.738,Data Analyst
0.569,0.06,0.008,0.984,0.889,0.439,0.383,0.048,0.082,0.587,Data Analyst
0.155,0.91,0.897,0.211,0.665,0.166,0.919,0.1,0.386,0.589,Frontend Developer
0.0,0.169,0.039,0.893,0.801,0.102,0.055,0.555,0.372,0.336,Database Administrator
0.907,0.165,0.0,0.658,0.851,0.923,0.0,0.062,0.384,0.583,ML Engineer
0.904,0.903,0.797,0.411,0.8,0.026,0.585,0.059,0.045,0.345,Full Stack Developer
0.42,0.331,0.29,0.345,0.742,0.008,0.0,0.07,0.509,0.902,QA / Test Engineer
0.154,0.366,0.753,0.105,0.245,0.046,1.0,0.052,0.034,0.932,UI/UX Designer
0.209,0.038,0.061,0.694,0.333,0.0,0.0,0.309,0.193,0.321,Database Administrator
0.137,0.915,0.992,0.026,0.392,0.052,0.772,0.092,0.235,0.351,Frontend Developer
1.0,0.0,0.066,0.937,1.0,0.975,0.081,0.033,0.0,0.626,Data Scientist
0.086,0.0,0.636,0.117,0.872,0.078,0.962,0.0,0.11,0.982,UI/UX Designer
0.472,0.024,0.08,1.0,0.785,0.084,0.064,0.626,0.603,0.162,Database Administrator
0.615,0.033,0.119,0.544,0.854,0.213,0.01,1.0,0.609,0.487,Cybersecurity Analyst
0.743,0.026,0.129,0.626,0.811,0.039,0.0,0.621,0.968,0.415,DevOps Engineer
0.975,0.063,0.033,0.742,0.909,0.932,0.079,0.0,0.182,0.444,Data Scientist
0.0,0.97,0.72,0.31,0.779,0.038,0.678,0.135,0.238,0.781,Mobile App Developer
0.581,0.579,0.435,0.314,0.486,0.0,0.32,0.062,0.356,0.443,Full Stack Developer
0.067,0.603,0.113,0.329,0.4,0.132,0.552,0.0,0.0,0.05,Mobile App Developer
0.211,0.192,0.062,0.243,0.759,0.049,0.015,0.923,0.596,0.321,Network Engineer
0.034,0.2,0.699,0.141,0.468,0.071,1.0,0.061,0.07,0.976,UI/UX Designer
0.787,0.531,0.94,0.703,0.8,0.145,0.435,0.622,0.426,0.561,Full Stack Developer
0.594,0.511,0.014,0.041,0.737,0.079,0.0,0.153,0.499,0.786,QA / Test Engineer
0.61,0.215,0.078,0.338,0.789,0.253,0.287,0.933,0.336,0.678,Cybersecurity Analyst
0.0,0.024,0.0,0.34,0.714,0.048,0.2,0.092,0.122,0.332,QA / Test Engineer
0.561,0.185,0.0,0.617,0.753,0.06,0.0,1.0,0.629,0.56,Cybersecurity Analyst
0.25,0.111,0.476,0.0,0.554,0.062,0.924,0.055,0.111,0.741,UI/UX Designer
0.617,0.077,0.087,0.277,0.935,0.043,0.05,0.882,0.733,0.398,System Administrator
0.675,0.187,0.0,1.0,0.795,0.047,0.12,0.082,0.216,0.362,Database Administrator
1.0,0.076,0.069,0.751,0.881,1.0,0.288,0.13,0.315,0.653,Data Scientist
0.014,0.177,0.622,0.142,0.487,0.06,0.954,0.058,0.058,0.722,UI/UX Designer
0.863,0.305,0.07,0.344,0.506,0.097,0.293,0.763,0.672,0.746,System Administrator
0.286,0.0,0.0,0.396,0.747,0.024,0.013,0.841,1.0,0.224,Cloud Engineer
0.638,0.031,0.0,0.412,0.838,0.129,0.053,0.71,1.0,0.485,Cloud Engineer
0.826,0.676,0.602,0.635,0.876,0.183,0.389,0.338,0.304,0.379,Full Stack Developer
0.95,0.123,0.0,0.856,0.869,0.806,0.212,0.04,0.127,0.552,Data Scientist
0.0,0.559,0.286,0.251,0.23,0.022,0.515,0.0,0.057,0.552,Mobile App Developer
0.564,0.479,0.318,0.466,0.839,0.386,0.088,0.0,0.881,0.794,QA / Test Engineer
0.5,0.259,0.092,0.315,0.83,0.152,0.015,0.943,0.038,0.559,Cybersecurity Analyst
0.731,0.0,0.0,0.642,0.787,0.034,0.053,0.901,0.401,0.362,Cybersecurity Analyst
0.169,0.312,0.04,0.425,0.72,0.015,0.064,0.164,0.443,0.175,QA / Test Engineer
0.33,0.2,0.044,0.317,0.571,0.0,0.028,0.699,0.278,0.0,System Administrator
0.492,0.342,0.0,0.67,0.79,0.104,0.288,0.242,0.494,0.594,QA / Test Engineer
0.882,0.261,0.088,0.755,0.858,0.64,0.068,0.306,0.088,0.85,Backend Developer
0.879,0.637,0.166,0.814,0.863,0.0,0.102,0.161,0.253,0.666,QA / Test Engineer
0.126,0.773,0.995,0.138,0.762,0.087,0.913,0.118,0.007,0.545,Frontend Developer
0.102,0.17,0.239,0.111,0.0,0.0,0.591,0.0,0.027,0.887,UI/UX Designer
0.895,0.0,0.197,0.806,0.991,0.0,0.018,0.086,0.105,0.452,Backend Developer
1.0,0.199,0.035,0.594,1.0,0.902,0.0,0.0,0.0,0.853,Data Scientist
0.991,0.052,0.0,0.815,0.987,0.98,0.083,0.141,0.015,0.255,Data Scientist
0.942,0.0,0.087,0.592,0.749,0.953,0.016,0.119,0.135,0.448,Data Scientist
0.633,0.02,0.035,0.776,0.542,0.643,0.431,0.071,0.026,0.736,Data Analyst
0.288,0.43,0.734,0.232,0.385,0.123,0.858,0.196,0.144,0.35,Mobile App Developer
0.572,0.9,0.88,0.74,0.442,0.115,0.604,0.162,0.255,0.569,Full Stack Developer
0.429,0.889,0.958,0.41,0.506,0.226,0.917,0.462,0.086,0.477,Frontend Developer
0.942,0.0,0.099,0.926,0.963,0.96,0.0,0.089,0.35,0.768,Data Scientist
0.623,0.128,0.169,0.06,0.709,0.129,0.026,0.851,0.927,0.411,DevOps Engineer
0.064,0.276,0.794,0.187,0.147,0.078,0.899,0.0,0.061,0.951,UI/UX Designer
0.28,0.703,0.458,0.445,0.593,0.094,0.64,0.08,0.139,0.286,Mobile App Developer
0.943,0.295,0.0,0.664,0.883,0.801,0.181,0.126,0.161,0.429,Data Scientist
0.206,1.0,0.833,0.174,0.461,0.083,0.673,0.05,0.358,0.831,Frontend Developer
0.646,0.117,0.022,0.846,0.6,0.754,0.362,0.055,0.069,0.966,Data Analyst
0.914,0.114,0.0,0.707,0.934,0.931,0.113,0.0,0.007,0.64,Data Scientist
0.443,0.033,0.0,0.938,0.382,0.23,0.221,0.04,0.103,0.751,Data Analyst
0.424,0.097,0.04,0.907,0.705,0.105,0.026,0.605,0.62,0.462,Database Administrator
0.208,0.041,0.0,0.112,0.586,0.0,0.0,1.0,0.291,0.331,Network Engineer
0.369,0.105,0.004,0.422,0.79,0.056,0.0,0.748,0.595,0.447,System Administrator
0.942,0.219,0.016,0.743,0.996,0.981,0.002,0.032,0.566,0.543,ML Engineer
0.665,0.114,0.099,0.481,0.945,0.041,0.062,0.803,1.0,0.568,DevOps Engineer
0.407,0.249,0.12,0.272,0.94,0.07,0.0,0.841,0.997,0.011,DevOps Engineer
0.126,0.119,0.027,0.204,0.237,0.029,0.005,0.999,0.262,0.445,Network Engineer
0.282,0.008,0.019,0.0,0.318,0.05,0.035,0.984,0.522,0.006,Network Engineer
0.42,0.396,0.268,0.38,0.84,0.089,0.012,0.092,0.1,0.346,QA / Test Engineer
0.968,0.084,0.079,0.753,0.931,0.954,0.118,0.0,0.157,0.157,Data Scientist
0.036,0.421,0.8,0.0,0.345,0.053,0.991,0.048,0.077,0.84,UI/UX Designer
0.661,0.827,0.801,0.809,0.706,0.122,0.501,0.052,0.2,0.834,Full Stack Developer
0.863,0.443,0.078,0.851,0.463,0.369,0.307,0.173,0.148,0.863,Data Analyst
0.0,0.851,0.201,0.204,0.301,0.048,0.376,0.084,0.115,0.472,Mobile App Developer
0.088,0.556,0.24,0.364,0.77,0.052,0.857,0.025,0.0,0.388,Mobile App Developer
0.257,0.145,0.057,0.959,0.962,0.099,0.0,0.253,0.361,0.519,Database Administrator
0.153,0.032,0.03,0.967,0.785,0.075,0.004,0.512,0.525,0.248,Database Administrator
0.536,0.718,0.268,0.349,0.83,0.141,0.74,0.179,0.225,0.734,Mobile App Developer
0.479,0.0,0.0,0.983,0.547,0.064,0.07,0.517,0.272,0.111,Database Administrator
0.035,0.008,0.033,0.266,0.894,0.032,0.044,0.986,0.248,0.0,Cybersecurity Analyst
0.885,0.0,0.142,0.612,0.851,0.911,0.064,0.0,0.364,0.608,Data Scientist
0.092,0.859,0.906,0.216,0.65,0.055,0.727,0.015,0.139,0.734,Frontend Developer
0.578,0.083,0.081,0.962,0.659,0.391,0.368,0.089,0.144,0.754,Data Analyst
0.541,0.166,0.129,0.376,0.577,0.112,0.16,0.77,1.0,0.238,Cloud Engineer
0.869,0.298,0.044,1.0,0.522,0.227,0.089,0.874,0.598,0.331,System Administrator
0.322,0.0,0.015,0.988,0.682,0.0,0.053,0.259,0.413,0.27,Database Administrator
0.984,0.244,0.149,0.877,0.65,0.0,0.059,0.146,0.432,0.575,Database Administrator
0.383,1.0,0.639,0.554,0.695,0.023,0.602,0.0,0.013,0.133,Mobile App Developer
0.597,0.322,0.033,1.0,0.648,0.379,0.375,0.106,0.173,0.893,Data Analyst
0.861,0.854,0.716,0.789,0.75,0.023,0.443,0.146,0.358,0.695,Full Stack Developer
0.566,0.206,0.107,0.417,0.805,0.183,0.0,1.0,0.595,0.78,Cybersecurity Analyst
0.863,0.0,0.046,0.566,0.889,0.826,0.279,0.0,0.358,0.722,Data Scientist
0.0,0.884,0.252,0.25,0.519,0.063,0.4,0.0,0.1,0.368,Mobile App Developer
0.325,0.083,0.107,0.381,0.786,0.0,0.0,0.043,0.264,0.417,QA / Test Engineer
0.204,0.912,0.944,0.274,0.675,0.031,0.789,0.075,0.112,0.866,Frontend Developer
0.823,0.74,0.0,0.788,0.916,0.131,0.128,0.288,0.74,0.102,Backend Developer
0.781,0.741,0.59,0.718,0.724,0.112,0.22,0.359,0.57,0.523,Full Stack Developer
0.108,1.0,0.757,0.289,0.337,0.323,0.885,0.114,0.153,0.708,UI/UX Designer
0.422,0.22,0.07,0.402,0.987,0.066,0.048,0.934,0.812,0.437,System Administrator
0.265,0.857,0.888,0.214,0.748,0.023,0.827,0.017,0.326,0.644,Frontend Developer
0.916,0.189,0.0,0.65,0.792,0.825,0.0,0.118,0.326,0.709,Data Scientist
0.995,0.315,0.239,0.758,0.844,1.0,0.144,0.0,0.305,0.621,Data Scientist
0.93,0.322,0.0,0.592,0.912,0.887,0.382,0.393,0.492,0.526,ML Engineer
0.138,0.204,0.405,0.259,0.14,0.032,0.653,0.09,0.122,0.623,UI/UX Designer
0.291,0.648,0.284,0.563,0.589,0.055,0.598,0.116,0.235,0.572,Mobile App Developer
0.531,0.184,0.019,0.931,0.536,0.0,0.027,0.568,0.221,0.4,Database Administrator
0.332,0.091,0.024,0.971,0.601,0.095,0.039,0.32,0.193,0.477,Database Administrator
0.971,0.08,0.084,0.717,0.843,1.0,0.049,0.0,0.095,0.502,Data Scientist
0.178,0.123,0.609,0.194,0.356,0.036,0.941,0.04,0.032,0.835,UI/UX Designer
0.0,0.946,0.898,0.18,0.591,0.0,0.918,0.147,0.039,0.605,Frontend Developer
0.711,0.815,0.815,0.603,0.846,0.083,0.157,0.063,0.122,0.546,Full Stack Developer
0.22,0.0,0.092,0.09,0.68,0.081,0.08,0.953,0.688,0.416,Network Engineer
0.874,0.238,0.041,0.808,0.664,0.536,0.063,0.15,0.103,0.664,Data Analyst
0.35,0.0,0.0,0.119,0.335,0.0,0.0,0.43,0.265,0.264,System Administrator
0.008,0.947,1.0,0.169,0.235,0.0,0.846,0.061,0.194,0.311,Frontend Developer
0.251,0.071,0.09,0.492,0.784,0.133,0.0,0.837,0.986,0.309,Cloud Engineer
0.552,0.033,0.049,0.548,0.902,0.0,0.044,0.916,0.713,0.455,Cybersecurity Analyst
0.47,0.595,0.494,0.244,0.652,0.096,0.481,0.193,0.236,0.562,Mobile App Developer
0.495,0.205,0.12,0.295,0.877,0.046,0.061,0.903,0.797,0.61,Cybersecurity Analyst
0.118,0.121,0.143,0.863,0.449,0.033,0.333,0.0,0.077,0.796,Data Analyst
0.614,0.091,0.115,0.282,0.919,0.271,0.101,0.93,0.64,0.24,Cybersecurity Analyst
0.302,0.782,0.871,0.405,0.674,0.0,0.979,0.176,0.293,0.872,Frontend Developer
0.222,0.093,0.029,0.901,0.709,0.0,0.048,0.499,0.611,0.393,Database Administrator
0.647,0.0,0.303,0.99,0.544,0.067,0.112,0.617,0.831,0.644,Cloud Engineer
0.515,0.116,0.113,0.91,0.66,0.013,0.063,0.28,0.39,0.271,Database Administrator
0.429,0.124,0.039,0.925,0.835,0.0,0.027,0.288,0.374,0.599,Database Administrator
0.188,0.964,0.876,0.375,0.757,0.004,0.931,0.0,0.232,0.511,Frontend Developer
0.593,0.802,0.868,0.677,0.734,0.0,0.596,0.157,0.515,0.672,Full Stack Developer
0.846,0.695,0.527,0.931,0.802,0.089,0.714,0.066,0.166,0.552,Full Stack Developer
